Site	Morph	Individual	Flower	Avorted	Ovule	Seed	Total
1	Female	2	6	NA	NA	NA	NA
1	Female	4	6	NA	NA	NA	NA
1	Female	6	6	NA	NA	NA	NA
1	Female	7	3	NA	NA	NA	NA
1	Female	7	4	NA	NA	NA	NA
1	Female	7	5	NA	NA	NA	NA
1	Female	7	6	NA	NA	NA	NA
1	Female	8	2	NA	NA	NA	NA
1	Female	8	5	NA	NA	NA	NA
1	Female	8	6	NA	NA	NA	NA
1	Female	9	6	NA	NA	NA	NA
1	Hermaphrodite	1	6	NA	NA	NA	NA
1	Hermaphrodite	2	5	NA	NA	NA	NA
1	Hermaphrodite	2	6	NA	NA	NA	NA
1	Hermaphrodite	5	6	NA	NA	NA	NA
1	Hermaphrodite	7	6	NA	NA	NA	NA
1	Hermaphrodite	8	4	NA	NA	NA	NA
1	Hermaphrodite	8	5	NA	NA	NA	NA
1	Hermaphrodite	8	6	NA	NA	NA	NA
1	Hermaphrodite	9	5	NA	NA	NA	NA
1	Hermaphrodite	9	6	NA	NA	NA	NA
2	Female	1	3	NA	NA	NA	NA
2	Female	1	4	NA	NA	NA	NA
2	Female	1	5	NA	NA	NA	NA
2	Female	1	6	NA	NA	NA	NA
2	Female	2	6	NA	NA	NA	NA
2	Female	3	4	NA	NA	NA	NA
2	Female	3	5	NA	NA	NA	NA
2	Female	3	6	NA	NA	NA	NA
2	Female	4	6	NA	NA	NA	NA
2	Female	9	6	NA	NA	NA	NA
2	Female	10	4	NA	NA	NA	NA
2	Female	10	5	NA	NA	NA	NA
2	Female	10	6	NA	NA	NA	NA
2	Hermaphrodite	1	3	NA	NA	NA	NA
2	Hermaphrodite	1	4	NA	NA	NA	NA
2	Hermaphrodite	1	5	NA	NA	NA	NA
2	Hermaphrodite	1	6	NA	NA	NA	NA
2	Hermaphrodite	2	5	NA	NA	NA	NA
2	Hermaphrodite	2	6	NA	NA	NA	NA
2	Hermaphrodite	3	6	NA	NA	NA	NA
2	Hermaphrodite	4	4	NA	NA	NA	NA
2	Hermaphrodite	4	5	NA	NA	NA	NA
2	Hermaphrodite	4	6	NA	NA	NA	NA
2	Hermaphrodite	6	1	NA	NA	NA	NA
2	Hermaphrodite	6	2	NA	NA	NA	NA
2	Hermaphrodite	6	3	NA	NA	NA	NA
2	Hermaphrodite	6	4	NA	NA	NA	NA
2	Hermaphrodite	6	5	NA	NA	NA	NA
2	Hermaphrodite	6	6	NA	NA	NA	NA
2	Hermaphrodite	7	5	NA	NA	NA	NA
2	Hermaphrodite	7	6	NA	NA	NA	NA
2	Hermaphrodite	8	5	NA	NA	NA	NA
2	Hermaphrodite	8	6	NA	NA	NA	NA
2	Hermaphrodite	9	3	NA	NA	NA	NA
2	Hermaphrodite	9	4	NA	NA	NA	NA
2	Hermaphrodite	9	5	NA	NA	NA	NA
2	Hermaphrodite	9	6	NA	NA	NA	NA
2	Hermaphrodite	10	5	NA	NA	NA	NA
2	Hermaphrodite	10	6	NA	NA	NA	NA
3	Female	1	5	NA	NA	NA	NA
3	Female	1	6	NA	NA	NA	NA
3	Female	2	4	NA	NA	NA	NA
3	Female	2	5	NA	NA	NA	NA
3	Female	2	6	NA	NA	NA	NA
3	Female	4	6	NA	NA	NA	NA
3	Female	5	5	NA	NA	NA	NA
3	Female	5	6	NA	NA	NA	NA
3	Female	6	4	NA	NA	NA	NA
3	Female	6	5	NA	NA	NA	NA
3	Female	6	6	NA	NA	NA	NA
3	Female	7	3	NA	NA	NA	NA
3	Female	9	4	NA	NA	NA	NA
3	Female	9	5	NA	NA	NA	NA
3	Female	9	6	NA	NA	NA	NA
3	Female	10	6	NA	NA	NA	NA
3	Hermaphrodite	1	6	NA	NA	NA	NA
3	Hermaphrodite	2	3	NA	NA	NA	NA
3	Hermaphrodite	2	4	NA	NA	NA	NA
3	Hermaphrodite	2	5	NA	NA	NA	NA
3	Hermaphrodite	2	6	NA	NA	NA	NA
3	Hermaphrodite	3	4	NA	NA	NA	NA
3	Hermaphrodite	3	5	NA	NA	NA	NA
3	Hermaphrodite	3	6	NA	NA	NA	NA
3	Hermaphrodite	4	5	NA	NA	NA	NA
3	Hermaphrodite	4	6	NA	NA	NA	NA
3	Hermaphrodite	5	4	NA	NA	NA	NA
3	Hermaphrodite	5	6	NA	NA	NA	NA
3	Hermaphrodite	6	6	NA	NA	NA	NA
3	Hermaphrodite	7	5	NA	NA	NA	NA
3	Hermaphrodite	7	6	NA	NA	NA	NA
3	Hermaphrodite	8	6	NA	NA	NA	NA
3	Hermaphrodite	9	5	NA	NA	NA	NA
3	Hermaphrodite	9	6	NA	NA	NA	NA
4	Female	1	6	NA	NA	NA	NA
4	Female	3	5	NA	NA	NA	NA
4	Female	3	6	NA	NA	NA	NA
4	Female	4	2	NA	NA	NA	NA
4	Female	4	3	NA	NA	NA	NA
4	Female	4	4	NA	NA	NA	NA
4	Female	4	5	NA	NA	NA	NA
4	Female	4	6	NA	NA	NA	NA
4	Female	5	6	NA	NA	NA	NA
4	Female	6	5	NA	NA	NA	NA
4	Female	6	6	NA	NA	NA	NA
4	Female	7	1	NA	NA	NA	NA
4	Female	7	2	NA	NA	NA	NA
4	Female	7	3	NA	NA	NA	NA
4	Female	7	4	NA	NA	NA	NA
4	Female	7	5	NA	NA	NA	NA
4	Female	7	6	NA	NA	NA	NA
4	Female	8	2	NA	NA	NA	NA
4	Female	10	4	NA	NA	NA	NA
4	Female	10	5	NA	NA	NA	NA
4	Female	10	6	NA	NA	NA	NA
4	Hermaphrodite	1	3	NA	NA	NA	NA
4	Hermaphrodite	1	4	NA	NA	NA	NA
4	Hermaphrodite	1	5	NA	NA	NA	NA
4	Hermaphrodite	1	6	NA	NA	NA	NA
4	Hermaphrodite	2	5	NA	NA	NA	NA
4	Hermaphrodite	2	6	NA	NA	NA	NA
4	Hermaphrodite	3	5	NA	NA	NA	NA
4	Hermaphrodite	3	6	NA	NA	NA	NA
4	Hermaphrodite	4	4	NA	NA	NA	NA
4	Hermaphrodite	4	5	NA	NA	NA	NA
4	Hermaphrodite	4	6	NA	NA	NA	NA
4	Hermaphrodite	5	6	NA	NA	NA	NA
4	Hermaphrodite	6	5	NA	NA	NA	NA
4	Hermaphrodite	6	6	NA	NA	NA	NA
4	Hermaphrodite	8	3	NA	NA	NA	NA
4	Hermaphrodite	8	4	NA	NA	NA	NA
4	Hermaphrodite	8	5	NA	NA	NA	NA
4	Hermaphrodite	8	6	NA	NA	NA	NA
4	Hermaphrodite	9	5	NA	NA	NA	NA
4	Hermaphrodite	9	6	NA	NA	NA	NA
4	Hermaphrodite	10	1	NA	NA	NA	NA
4	Hermaphrodite	10	2	NA	NA	NA	NA
4	Hermaphrodite	10	3	NA	NA	NA	NA
4	Hermaphrodite	10	4	NA	NA	NA	NA
4	Hermaphrodite	10	5	NA	NA	NA	NA
4	Hermaphrodite	10	6	NA	NA	NA	NA
5	Female	1	6	NA	NA	NA	NA
5	Female	2	4	NA	NA	NA	NA
5	Female	2	5	NA	NA	NA	NA
5	Female	2	6	NA	NA	NA	NA
5	Female	3	6	NA	NA	NA	NA
5	Female	4	5	NA	NA	NA	NA
5	Female	4	6	NA	NA	NA	NA
5	Female	5	5	NA	NA	NA	NA
5	Female	5	6	NA	NA	NA	NA
5	Female	6	6	NA	NA	NA	NA
5	Female	7	3	NA	NA	NA	NA
5	Female	7	4	NA	NA	NA	NA
5	Female	7	5	NA	NA	NA	NA
5	Female	7	6	NA	NA	NA	NA
5	Female	8	6	NA	NA	NA	NA
5	Female	9	6	NA	NA	NA	NA
5	Female	10	6	NA	NA	NA	NA
5	Hermaphrodite	1	6	NA	NA	NA	NA
5	Hermaphrodite	2	5	NA	NA	NA	NA
5	Hermaphrodite	2	6	NA	NA	NA	NA
5	Hermaphrodite	4	5	NA	NA	NA	NA
5	Hermaphrodite	4	6	NA	NA	NA	NA
5	Hermaphrodite	5	4	NA	NA	NA	NA
5	Hermaphrodite	5	5	NA	NA	NA	NA
5	Hermaphrodite	5	6	NA	NA	NA	NA
5	Hermaphrodite	6	6	NA	NA	NA	NA
5	Hermaphrodite	7	6	NA	NA	NA	NA
5	Hermaphrodite	8	6	NA	NA	NA	NA
5	Hermaphrodite	9	6	NA	NA	NA	NA
5	Hermaphrodite	10	2	NA	NA	NA	NA
5	Hermaphrodite	10	3	NA	NA	NA	NA
5	Hermaphrodite	10	4	NA	NA	NA	NA
5	Hermaphrodite	10	5	NA	NA	NA	NA
5	Hermaphrodite	10	6	NA	NA	NA	NA
6	Female	1	3	NA	NA	NA	NA
6	Female	1	4	NA	NA	NA	NA
6	Female	1	5	NA	NA	NA	NA
6	Female	1	6	NA	NA	NA	NA
6	Female	2	3	NA	NA	NA	NA
6	Female	2	4	NA	NA	NA	NA
6	Female	2	5	NA	NA	NA	NA
6	Female	2	6	NA	NA	NA	NA
6	Female	3	6	NA	NA	NA	NA
6	Female	4	4	NA	NA	NA	NA
6	Female	4	5	NA	NA	NA	NA
6	Female	4	6	NA	NA	NA	NA
6	Female	5	3	NA	NA	NA	NA
6	Female	5	4	NA	NA	NA	NA
6	Female	5	5	NA	NA	NA	NA
6	Female	5	6	NA	NA	NA	NA
6	Female	6	4	NA	NA	NA	NA
6	Female	6	5	NA	NA	NA	NA
6	Female	6	6	NA	NA	NA	NA
6	Female	7	3	NA	NA	NA	NA
6	Female	7	4	NA	NA	NA	NA
6	Female	7	5	NA	NA	NA	NA
6	Female	7	6	NA	NA	NA	NA
6	Female	8	3	NA	NA	NA	NA
6	Female	8	4	NA	NA	NA	NA
6	Female	8	5	NA	NA	NA	NA
6	Female	8	6	NA	NA	NA	NA
6	Female	9	3	NA	NA	NA	NA
6	Female	9	4	NA	NA	NA	NA
6	Female	9	5	NA	NA	NA	NA
6	Female	9	6	NA	NA	NA	NA
6	Female	10	3	NA	NA	NA	NA
6	Female	10	4	NA	NA	NA	NA
6	Female	10	5	NA	NA	NA	NA
6	Female	10	6	NA	NA	NA	NA
6	Hermaphrodite	1	2	NA	NA	NA	NA
6	Hermaphrodite	1	3	NA	NA	NA	NA
6	Hermaphrodite	1	4	NA	NA	NA	NA
6	Hermaphrodite	1	5	NA	NA	NA	NA
6	Hermaphrodite	1	6	NA	NA	NA	NA
6	Hermaphrodite	2	2	NA	NA	NA	NA
6	Hermaphrodite	2	3	NA	NA	NA	NA
6	Hermaphrodite	2	4	NA	NA	NA	NA
6	Hermaphrodite	2	5	NA	NA	NA	NA
6	Hermaphrodite	2	6	NA	NA	NA	NA
6	Hermaphrodite	3	3	NA	NA	NA	NA
6	Hermaphrodite	3	4	NA	NA	NA	NA
6	Hermaphrodite	3	5	NA	NA	NA	NA
6	Hermaphrodite	3	6	NA	NA	NA	NA
6	Hermaphrodite	4	2	NA	NA	NA	NA
6	Hermaphrodite	4	3	NA	NA	NA	NA
6	Hermaphrodite	4	4	NA	NA	NA	NA
6	Hermaphrodite	4	5	NA	NA	NA	NA
6	Hermaphrodite	4	6	NA	NA	NA	NA
6	Hermaphrodite	5	2	NA	NA	NA	NA
6	Hermaphrodite	5	3	NA	NA	NA	NA
6	Hermaphrodite	5	4	NA	NA	NA	NA
6	Hermaphrodite	5	5	NA	NA	NA	NA
6	Hermaphrodite	5	6	NA	NA	NA	NA
6	Hermaphrodite	6	1	NA	NA	NA	NA
6	Hermaphrodite	6	2	NA	NA	NA	NA
6	Hermaphrodite	6	3	NA	NA	NA	NA
6	Hermaphrodite	6	4	NA	NA	NA	NA
6	Hermaphrodite	6	5	NA	NA	NA	NA
6	Hermaphrodite	6	6	NA	NA	NA	NA
6	Hermaphrodite	7	3	NA	NA	NA	NA
6	Hermaphrodite	7	4	NA	NA	NA	NA
6	Hermaphrodite	7	5	NA	NA	NA	NA
6	Hermaphrodite	7	6	NA	NA	NA	NA
6	Hermaphrodite	8	3	NA	NA	NA	NA
6	Hermaphrodite	8	4	NA	NA	NA	NA
6	Hermaphrodite	8	5	NA	NA	NA	NA
6	Hermaphrodite	8	6	NA	NA	NA	NA
6	Hermaphrodite	9	1	NA	NA	NA	NA
6	Hermaphrodite	9	2	NA	NA	NA	NA
6	Hermaphrodite	9	3	NA	NA	NA	NA
6	Hermaphrodite	9	4	NA	NA	NA	NA
6	Hermaphrodite	9	5	NA	NA	NA	NA
6	Hermaphrodite	9	6	NA	NA	NA	NA
6	Hermaphrodite	10	1	NA	NA	NA	NA
6	Hermaphrodite	10	2	NA	NA	NA	NA
6	Hermaphrodite	10	3	NA	NA	NA	NA
6	Hermaphrodite	10	4	NA	NA	NA	NA
6	Hermaphrodite	10	5	NA	NA	NA	NA
6	Hermaphrodite	10	6	NA	NA	NA	NA
7	Female	2	5	NA	NA	NA	NA
7	Female	2	6	NA	NA	NA	NA
7	Female	3	6	NA	NA	NA	NA
7	Female	6	5	NA	NA	NA	NA
7	Female	6	6	NA	NA	NA	NA
7	Female	7	6	NA	NA	NA	NA
7	Female	8	6	NA	NA	NA	NA
7	Female	9	2	NA	NA	NA	NA
7	Female	10	6	NA	NA	NA	NA
7	Hermaphrodite	1	6	NA	NA	NA	NA
7	Hermaphrodite	3	6	NA	NA	NA	NA
7	Hermaphrodite	4	6	NA	NA	NA	NA
7	Hermaphrodite	6	4	NA	NA	NA	NA
7	Hermaphrodite	6	5	NA	NA	NA	NA
7	Hermaphrodite	6	6	NA	NA	NA	NA
7	Hermaphrodite	7	3	NA	NA	NA	NA
7	Hermaphrodite	7	4	NA	NA	NA	NA
7	Hermaphrodite	7	5	NA	NA	NA	NA
7	Hermaphrodite	7	6	NA	NA	NA	NA
7	Hermaphrodite	8	5	NA	NA	NA	NA
7	Hermaphrodite	8	6	NA	NA	NA	NA
7	Hermaphrodite	9	5	NA	NA	NA	NA
7	Hermaphrodite	9	6	NA	NA	NA	NA
7	Hermaphrodite	10	3	NA	NA	NA	NA
7	Hermaphrodite	10	4	NA	NA	NA	NA
7	Hermaphrodite	10	5	NA	NA	NA	NA
7	Hermaphrodite	10	6	NA	NA	NA	NA
8	Female	2	6	NA	NA	NA	NA
8	Female	4	5	NA	NA	NA	NA
8	Female	4	6	NA	NA	NA	NA
8	Female	7	6	NA	NA	NA	NA
8	Female	8	4	NA	NA	NA	NA
8	Female	8	5	NA	NA	NA	NA
8	Female	8	6	NA	NA	NA	NA
8	Hermaphrodite	4	2	NA	NA	NA	NA
8	Hermaphrodite	4	3	NA	NA	NA	NA
8	Hermaphrodite	4	4	NA	NA	NA	NA
8	Hermaphrodite	4	5	NA	NA	NA	NA
8	Hermaphrodite	4	6	NA	NA	NA	NA
8	Hermaphrodite	5	5	NA	NA	NA	NA
8	Hermaphrodite	5	6	NA	NA	NA	NA
8	Hermaphrodite	6	5	NA	NA	NA	NA
8	Hermaphrodite	6	6	NA	NA	NA	NA
8	Hermaphrodite	7	2	NA	NA	NA	NA
8	Hermaphrodite	7	3	NA	NA	NA	NA
8	Hermaphrodite	7	4	NA	NA	NA	NA
8	Hermaphrodite	7	5	NA	NA	NA	NA
8	Hermaphrodite	7	6	NA	NA	NA	NA
8	Hermaphrodite	8	5	NA	NA	NA	NA
8	Hermaphrodite	8	6	NA	NA	NA	NA
8	Hermaphrodite	9	2	NA	NA	NA	NA
8	Hermaphrodite	9	3	NA	NA	NA	NA
8	Hermaphrodite	9	4	NA	NA	NA	NA
8	Hermaphrodite	9	5	NA	NA	NA	NA
8	Hermaphrodite	9	6	NA	NA	NA	NA
8	Hermaphrodite	10	4	NA	NA	NA	NA
8	Hermaphrodite	10	5	NA	NA	NA	NA
8	Hermaphrodite	10	6	NA	NA	NA	NA
9	Female	1	6	NA	NA	NA	NA
9	Female	2	6	NA	NA	NA	NA
9	Female	3	4	NA	NA	NA	NA
9	Female	3	5	NA	NA	NA	NA
9	Female	3	6	NA	NA	NA	NA
9	Female	5	2	NA	NA	NA	NA
9	Female	5	3	NA	NA	NA	NA
9	Female	5	4	NA	NA	NA	NA
9	Female	5	5	NA	NA	NA	NA
9	Female	5	6	NA	NA	NA	NA
9	Female	6	6	NA	NA	NA	NA
9	Female	7	3	NA	NA	NA	NA
9	Female	7	4	NA	NA	NA	NA
9	Female	7	5	NA	NA	NA	NA
9	Female	7	6	NA	NA	NA	NA
9	Female	8	3	NA	NA	NA	NA
9	Female	8	4	NA	NA	NA	NA
9	Female	8	5	NA	NA	NA	NA
9	Female	8	6	NA	NA	NA	NA
9	Female	9	3	NA	NA	NA	NA
9	Female	9	6	NA	NA	NA	NA
9	Female	10	3	NA	NA	NA	NA
9	Female	10	4	NA	NA	NA	NA
9	Female	10	5	NA	NA	NA	NA
9	Female	10	6	NA	NA	NA	NA
9	Hermaphrodite	1	3	NA	NA	NA	NA
9	Hermaphrodite	1	4	NA	NA	NA	NA
9	Hermaphrodite	1	5	NA	NA	NA	NA
9	Hermaphrodite	1	6	NA	NA	NA	NA
9	Hermaphrodite	2	6	NA	NA	NA	NA
9	Hermaphrodite	3	1	NA	NA	NA	NA
9	Hermaphrodite	3	2	NA	NA	NA	NA
9	Hermaphrodite	3	3	NA	NA	NA	NA
9	Hermaphrodite	3	4	NA	NA	NA	NA
9	Hermaphrodite	3	5	NA	NA	NA	NA
9	Hermaphrodite	3	6	NA	NA	NA	NA
9	Hermaphrodite	4	5	NA	NA	NA	NA
9	Hermaphrodite	4	6	NA	NA	NA	NA
9	Hermaphrodite	5	3	NA	NA	NA	NA
9	Hermaphrodite	5	4	NA	NA	NA	NA
9	Hermaphrodite	5	5	NA	NA	NA	NA
9	Hermaphrodite	5	6	NA	NA	NA	NA
9	Hermaphrodite	6	1	NA	NA	NA	NA
9	Hermaphrodite	6	2	NA	NA	NA	NA
9	Hermaphrodite	6	3	NA	NA	NA	NA
9	Hermaphrodite	6	4	NA	NA	NA	NA
9	Hermaphrodite	6	5	NA	NA	NA	NA
9	Hermaphrodite	6	6	NA	NA	NA	NA
9	Hermaphrodite	7	5	NA	NA	NA	NA
9	Hermaphrodite	7	6	NA	NA	NA	NA
9	Hermaphrodite	8	5	NA	NA	NA	NA
9	Hermaphrodite	8	6	NA	NA	NA	NA
9	Hermaphrodite	9	4	NA	NA	NA	NA
9	Hermaphrodite	9	5	NA	NA	NA	NA
9	Hermaphrodite	9	6	NA	NA	NA	NA
9	Hermaphrodite	10	5	NA	NA	NA	NA
9	Hermaphrodite	10	6	NA	NA	NA	NA
10	Female	1	5	NA	NA	NA	NA
10	Female	1	6	NA	NA	NA	NA
10	Female	2	6	NA	NA	NA	NA
10	Female	4	3	NA	NA	NA	NA
10	Female	4	4	NA	NA	NA	NA
10	Female	4	5	NA	NA	NA	NA
10	Female	4	6	NA	NA	NA	NA
10	Female	5	5	NA	NA	NA	NA
10	Female	5	6	NA	NA	NA	NA
10	Female	8	6	NA	NA	NA	NA
10	Female	9	2	NA	NA	NA	NA
10	Female	9	5	NA	NA	NA	NA
10	Female	9	6	NA	NA	NA	NA
10	Female	10	5	NA	NA	NA	NA
10	Female	10	6	NA	NA	NA	NA
10	Hermaphrodite	1	5	NA	NA	NA	NA
10	Hermaphrodite	1	6	NA	NA	NA	NA
10	Hermaphrodite	2	5	NA	NA	NA	NA
10	Hermaphrodite	2	6	NA	NA	NA	NA
10	Hermaphrodite	3	5	NA	NA	NA	NA
10	Hermaphrodite	3	6	NA	NA	NA	NA
10	Hermaphrodite	4	6	NA	NA	NA	NA
10	Hermaphrodite	5	2	NA	NA	NA	NA
10	Hermaphrodite	5	3	NA	NA	NA	NA
10	Hermaphrodite	5	4	NA	NA	NA	NA
10	Hermaphrodite	5	5	NA	NA	NA	NA
10	Hermaphrodite	5	6	NA	NA	NA	NA
10	Hermaphrodite	6	6	NA	NA	NA	NA
10	Hermaphrodite	7	6	NA	NA	NA	NA
10	Hermaphrodite	8	5	NA	NA	NA	NA
10	Hermaphrodite	8	6	NA	NA	NA	NA
10	Hermaphrodite	9	6	NA	NA	NA	NA
10	Hermaphrodite	10	6	NA	NA	NA	NA
11	Female	1	5	NA	NA	NA	NA
11	Female	1	6	NA	NA	NA	NA
11	Female	2	1	NA	NA	NA	NA
11	Female	2	4	NA	NA	NA	NA
11	Female	2	5	NA	NA	NA	NA
11	Female	2	6	NA	NA	NA	NA
11	Female	3	4	NA	NA	NA	NA
11	Female	3	5	NA	NA	NA	NA
11	Female	3	6	NA	NA	NA	NA
11	Female	4	5	NA	NA	NA	NA
11	Female	4	6	NA	NA	NA	NA
11	Female	5	6	NA	NA	NA	NA
11	Female	6	6	NA	NA	NA	NA
11	Female	7	1	NA	NA	NA	NA
11	Female	7	2	NA	NA	NA	NA
11	Female	7	3	NA	NA	NA	NA
11	Female	7	4	NA	NA	NA	NA
11	Female	7	5	NA	NA	NA	NA
11	Female	7	6	NA	NA	NA	NA
11	Female	8	5	NA	NA	NA	NA
11	Female	8	6	NA	NA	NA	NA
11	Female	9	4	NA	NA	NA	NA
11	Female	9	5	NA	NA	NA	NA
11	Female	9	6	NA	NA	NA	NA
11	Female	10	6	NA	NA	NA	NA
11	Hermaphrodite	1	3	NA	NA	NA	NA
11	Hermaphrodite	1	4	NA	NA	NA	NA
11	Hermaphrodite	1	5	NA	NA	NA	NA
11	Hermaphrodite	1	6	NA	NA	NA	NA
11	Hermaphrodite	4	6	NA	NA	NA	NA
11	Hermaphrodite	5	6	NA	NA	NA	NA
11	Hermaphrodite	6	6	NA	NA	NA	NA
11	Hermaphrodite	7	1	NA	NA	NA	NA
11	Hermaphrodite	7	2	NA	NA	NA	NA
11	Hermaphrodite	7	3	NA	NA	NA	NA
11	Hermaphrodite	7	4	NA	NA	NA	NA
11	Hermaphrodite	7	5	NA	NA	NA	NA
11	Hermaphrodite	7	6	NA	NA	NA	NA
11	Hermaphrodite	8	1	NA	NA	NA	NA
11	Hermaphrodite	8	2	NA	NA	NA	NA
11	Hermaphrodite	8	3	NA	NA	NA	NA
11	Hermaphrodite	8	4	NA	NA	NA	NA
11	Hermaphrodite	8	5	NA	NA	NA	NA
11	Hermaphrodite	8	6	NA	NA	NA	NA
11	Hermaphrodite	9	1	NA	NA	NA	NA
11	Hermaphrodite	9	2	NA	NA	NA	NA
11	Hermaphrodite	9	3	NA	NA	NA	NA
11	Hermaphrodite	9	4	NA	NA	NA	NA
11	Hermaphrodite	9	5	NA	NA	NA	NA
11	Hermaphrodite	9	6	NA	NA	NA	NA
11	Hermaphrodite	10	1	NA	NA	NA	NA
11	Hermaphrodite	10	2	NA	NA	NA	NA
11	Hermaphrodite	10	3	NA	NA	NA	NA
11	Hermaphrodite	10	4	NA	NA	NA	NA
11	Hermaphrodite	10	5	NA	NA	NA	NA
11	Hermaphrodite	10	6	NA	NA	NA	NA
12	Female	1	2	NA	NA	NA	NA
12	Female	1	3	NA	NA	NA	NA
12	Female	1	4	NA	NA	NA	NA
12	Female	1	5	NA	NA	NA	NA
12	Female	1	6	NA	NA	NA	NA
12	Female	2	3	NA	NA	NA	NA
12	Female	2	4	NA	NA	NA	NA
12	Female	2	5	NA	NA	NA	NA
12	Female	2	6	NA	NA	NA	NA
12	Female	3	5	NA	NA	NA	NA
12	Female	3	6	NA	NA	NA	NA
12	Female	4	5	NA	NA	NA	NA
12	Female	4	6	NA	NA	NA	NA
12	Female	5	6	NA	NA	NA	NA
12	Female	6	5	NA	NA	NA	NA
12	Female	6	6	NA	NA	NA	NA
12	Female	7	4	NA	NA	NA	NA
12	Female	7	5	NA	NA	NA	NA
12	Female	7	6	NA	NA	NA	NA
12	Female	8	5	NA	NA	NA	NA
12	Female	8	6	NA	NA	NA	NA
12	Female	9	6	NA	NA	NA	NA
12	Female	10	5	NA	NA	NA	NA
12	Female	10	6	NA	NA	NA	NA
12	Hermaphrodite	2	6	NA	NA	NA	NA
12	Hermaphrodite	3	5	NA	NA	NA	NA
12	Hermaphrodite	3	6	NA	NA	NA	NA
12	Hermaphrodite	4	3	NA	NA	NA	NA
12	Hermaphrodite	4	4	NA	NA	NA	NA
12	Hermaphrodite	4	5	NA	NA	NA	NA
12	Hermaphrodite	4	6	NA	NA	NA	NA
12	Hermaphrodite	5	6	NA	NA	NA	NA
12	Hermaphrodite	6	5	NA	NA	NA	NA
12	Hermaphrodite	6	6	NA	NA	NA	NA
12	Hermaphrodite	7	4	NA	NA	NA	NA
12	Hermaphrodite	7	5	NA	NA	NA	NA
12	Hermaphrodite	7	6	NA	NA	NA	NA
12	Hermaphrodite	8	4	NA	NA	NA	NA
12	Hermaphrodite	8	5	NA	NA	NA	NA
12	Hermaphrodite	8	6	NA	NA	NA	NA
12	Hermaphrodite	9	5	NA	NA	NA	NA
12	Hermaphrodite	9	6	NA	NA	NA	NA
12	Hermaphrodite	10	6	NA	NA	NA	NA
13	Female	2	5	NA	NA	NA	NA
13	Female	2	6	NA	NA	NA	NA
13	Female	3	6	NA	NA	NA	NA
13	Female	6	5	NA	NA	NA	NA
13	Female	6	6	NA	NA	NA	NA
13	Female	7	6	NA	NA	NA	NA
13	Female	8	1	NA	NA	NA	NA
13	Female	8	2	NA	NA	NA	NA
13	Female	8	3	NA	NA	NA	NA
13	Female	8	4	NA	NA	NA	NA
13	Female	8	5	NA	NA	NA	NA
13	Female	8	6	NA	NA	NA	NA
13	Female	9	5	NA	NA	NA	NA
13	Female	9	6	NA	NA	NA	NA
13	Female	10	6	NA	NA	NA	NA
13	Hermaphrodite	2	5	NA	NA	NA	NA
13	Hermaphrodite	2	6	NA	NA	NA	NA
13	Hermaphrodite	3	6	NA	NA	NA	NA
13	Hermaphrodite	4	6	NA	NA	NA	NA
13	Hermaphrodite	5	1	NA	NA	NA	NA
13	Hermaphrodite	5	2	NA	NA	NA	NA
13	Hermaphrodite	5	3	NA	NA	NA	NA
13	Hermaphrodite	5	4	NA	NA	NA	NA
13	Hermaphrodite	5	5	NA	NA	NA	NA
13	Hermaphrodite	5	6	NA	NA	NA	NA
13	Hermaphrodite	6	6	NA	NA	NA	NA
13	Hermaphrodite	8	5	NA	NA	NA	NA
13	Hermaphrodite	8	6	NA	NA	NA	NA
13	Hermaphrodite	9	1	NA	NA	NA	NA
13	Hermaphrodite	9	2	NA	NA	NA	NA
13	Hermaphrodite	9	3	NA	NA	NA	NA
13	Hermaphrodite	9	4	NA	NA	NA	NA
13	Hermaphrodite	9	5	NA	NA	NA	NA
13	Hermaphrodite	9	6	NA	NA	NA	NA
13	Hermaphrodite	10	6	NA	NA	NA	NA
14	Female	1	6	NA	NA	NA	NA
14	Female	2	5	NA	NA	NA	NA
14	Female	2	6	NA	NA	NA	NA
14	Female	3	6	NA	NA	NA	NA
14	Female	4	6	NA	NA	NA	NA
14	Female	5	6	NA	NA	NA	NA
14	Female	6	4	NA	NA	NA	NA
14	Female	6	5	NA	NA	NA	NA
14	Female	6	6	NA	NA	NA	NA
14	Female	7	6	NA	NA	NA	NA
14	Female	8	2	NA	NA	NA	NA
14	Female	8	3	NA	NA	NA	NA
14	Female	8	4	NA	NA	NA	NA
14	Female	8	5	NA	NA	NA	NA
14	Female	8	6	NA	NA	NA	NA
14	Female	9	2	NA	NA	NA	NA
14	Female	9	3	NA	NA	NA	NA
14	Female	9	4	NA	NA	NA	NA
14	Female	9	5	NA	NA	NA	NA
14	Female	9	6	NA	NA	NA	NA
14	Female	10	2	NA	NA	NA	NA
14	Female	10	3	NA	NA	NA	NA
14	Female	10	4	NA	NA	NA	NA
14	Female	10	5	NA	NA	NA	NA
14	Female	10	6	NA	NA	NA	NA
14	Hermaphrodite	1	4	NA	NA	NA	NA
14	Hermaphrodite	1	5	NA	NA	NA	NA
14	Hermaphrodite	1	6	NA	NA	NA	NA
14	Hermaphrodite	2	1	NA	NA	NA	NA
14	Hermaphrodite	2	2	NA	NA	NA	NA
14	Hermaphrodite	2	3	NA	NA	NA	NA
14	Hermaphrodite	2	4	NA	NA	NA	NA
